itemId,sourceMcId,sourceMcTitle,description,targetDetectedMcIds,targetSplitMcIds,shouldSplit,caseType,split
724,110,Гипсокартон,"Двухуровневый потолок гкл в новостройка. Делаю гвл, смета после осмотра. опыт более 10 лет. без скрытых доплат. можно сегодня.",[110],[],False,single_direct,val
725,101,Ремонт квартир и домов под ключ,ремонт под ключ недорого звоните,[101],[],False,noisy_short,train
726,109,Напольные покрытия,"Укладка пола в квартире в новостройка. Делаю ламинат елочкой, чисто и в срок. частный мастер с опытом 7 лет. цены адекватные. можно сегодня.",[109],[],False,single_direct,val
727,102,Сантехника,"Установка душевой кабины в комната. Делаю установка полотенцесушителя, смета после осмотра. опыт более 10 лет. цены адекватные. пишите в чат.",[102],[],False,single_direct,train
728,110,Гипсокартон,перегородка для зонирования /монтаж водоснабжения +подключение электроплиты недорого звоните,"[102, 103, 110]",[103],True,noisy_short,val
729,108,Штукатурные работы,"Штукатурка по маякам в вторичка. Делаю штукатурка кирпичных стен, без посредников. опыт более 10 лет. цены адекватные. есть свободные даты.",[108],[],False,single_direct,train
730,101,Ремонт квартир и домов под ключ,"Ремонт от демонтажа до чистовой во вторичке. Заштукатурить стены, демонтаж дверей + другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. поможем с материалом.","[101, 108, 111]",[],False,turnkey_no_split,train
731,105,Укладка плитки,"Укладка мозаики в квартира. Делаю укладка плитки на стены, аккуратно. бригада с опытом 12 лет. расчет по смете. пишите в чат.",[105],[],False,single_direct,train
732,101,Ремонт квартир и домов под ключ,Ремонт без посредников под ключ в коттедже. Также отдельно подготовка стен под покраску также отдельно демонтаж отделки под ключ делаем отдельно утепление стен с гкл также отдельно подключение посудомоечной машины. частный мастер с опытом 7 лет. выезд и расчет бесплатно. отвечу на вопросы.,"[101, 108, 111, 110, 102]","[108, 111, 110, 102]",True,turnkey_split,val
733,109,Напольные покрытия,"Настил фанеры на пол. Тканевые потолки в рамках комплекса, перенос розеток как часть ремонта. поможем с материалом. пишите в чат.","[103, 104, 109]",[],False,multi_service_no_split,train
734,110,Гипсокартон,"Гкл в коммерческое помещение. Делаю ниши из гипсокартона, аккуратно. бригада с опытом 12 лет. расчет по смете. оперативный выезд.",[110],[],False,single_direct,train
735,102,Сантехника,"Установка фильтров воды в студия. Делаю сборка сантехнического шкафа, без посредников. бригада с опытом 12 лет. выезд и расчет бесплатно. пишите в чат.",[102],[],False,single_direct,train
736,107,Малярные работы,"Покраска гипсокартона. Укладка массива как часть ремонта, поклейка обоев в новостройке под ключ без дробления на этапы. аккуратно. отвечу на вопросы.","[106, 107, 109]",[],False,multi_service_no_split,test
737,111,Демонтажные работы,"Снятие обоев. При необходимости отдельно перенос труб, выполняем отдельно облицовка санузла. поэтапная оплата. оперативный выезд.","[102, 105, 111]","[102, 105]",True,multi_service_split,train
738,101,Ремонт квартир и домов под ключ,"Капитальный ремонт под ключ в новостройке. Гидроизоляция под плитку, замена автомата и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. поэтапная оплата.","[101, 103, 105]",[],False,turnkey_no_split,val
739,105,Укладка плитки,плиточник выезд чат,[105],[],False,noisy_short,train
740,111,Демонтажные работы,"Алмазная резка проемов. Выполняем отдельно облицовка санузла, при необходимости отдельно сборка сантехнического шкафа. с гарантией. есть свободные даты.","[102, 105, 111]","[102, 105]",True,multi_service_split,train
741,101,Ремонт квартир и домов под ключ,"Ремонт кухни под ключ для квартиры. Подключение электроплиты, поклеить обои + другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. выезд на замер.","[101, 103, 106, 102]",[],False,turnkey_no_split,train
742,111,Демонтажные работы,"Демонтаж кухни в кухня. Делаю снос ненесущих стен, с гарантией. опыт 5 лет. без скрытых доплат. отвечу на вопросы.",[111],[],False,single_direct,train
743,105,Укладка плитки,"Выполняю:
- облицовка пола керамогранитом
- капитальный ремонт под ключ можно заказать отдельно
работаем с 2016 года
выезд и расчет бесплатно","[101, 105]",[101],True,bullets_mixed,val
744,101,Ремонт квартир и домов под ключ,"Ремонт ванной под ключ для квартиры. Стыковка рисунка обоев, подключение люстры и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт более 10 лет. выезд на замер.","[101, 104, 105, 106, 103]",[],False,turnkey_no_split,train
745,101,Ремонт квартир и домов под ключ,Комплексный ремонт в офисе. При необходимости отдельно безвоздушная покраска при необходимости отдельно обшивка потолка гкл отдельно упаковка строительного мусора берем отдельно декоративная раскладка плитки. опыт 5 лет. стоимость после осмотра. есть свободные даты.,"[101, 107, 110, 111, 105]","[107, 110, 111, 105]",True,turnkey_split,train
746,101,Ремонт квартир и домов под ключ,"Ремонт под ключ во вторичке. Оштукатуривание помещений, ниша под шторы из гипсокартона и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. чисто и в срок.","[101, 110, 106, 102, 108]",[],False,turnkey_no_split,test
747,111,Демонтажные работы,"Частичный демонтаж в новостройка. Делаю резка перегородок, аккуратно. опыт 5 лет. без скрытых доплат. есть свободные даты.",[111],[],False,single_direct,train
748,106,Поклейка обоев,"Стеклохолст под покраску в коттедж. Делаю широкие обои, без посредников. частный мастер с опытом 7 лет. без скрытых доплат. пишите в чат.",[106],[],False,single_direct,train
749,106,Поклейка обоев,"Поклейка обоев после штукатурки в офис. Делаю обои под ключ, по договоренности. опыт 5 лет. цена обсуждается. пишите в чат.",[106],[],False,single_direct,test
750,106,Поклейка обоев,"Клеим обои в санузел. Делаю метровые обои, выезд на замер. опыт 5 лет. цена обсуждается. отвечу на вопросы.",[106],[],False,single_direct,train
751,109,Напольные покрытия,"Выполняю:
- укладка клеевого кварцвинила
- снос ненесущих стен в комплексе
- черновая отделка стен в комплексе
с опытом 8 лет
цены адекватные","[108, 109, 111]",[],False,bullets_mixed,train
752,101,Ремонт квартир и домов под ключ,Косметический ремонт под ключ в офисе. Также отдельно флизелиновые обои отдельно заделка трещин штукатуркой можем отдельно монтаж профилей при необходимости отдельно нанесение краски. опыт 5 лет. выезд и расчет бесплатно. отвечу на вопросы.,"[101, 106, 108, 110, 107]","[106, 108, 110, 107]",True,turnkey_split,test
753,101,Ремонт квартир и домов под ключ,"Ремонт без посредников под ключ для дома. Напольные покрытия, ниши из гкла и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. смета после осмотра.","[101, 104, 109, 110]",[],False,turnkey_no_split,train
754,107,Малярные работы,"Колеровка краски. Замена проводки комплексом, ремонт плиточного покрытия под ключ без дробления на этапы. поможем с материалом. есть свободные даты.","[103, 105, 107]",[],False,multi_service_no_split,train
755,110,Гипсокартон,Облицовка стен гкл. Диагностика электрики под ключ без дробления на этапы / оклейка стен обоями в составе ремонта. аккуратно. можно сегодня.,"[103, 106, 110]",[],False,multi_service_no_split,train
756,108,Штукатурные работы,выведение углов +натяжной потолок с подсветкой бригада звоните,"[104, 108]",[104],True,noisy_short,val
757,104,Натяжные потолки,"Потолок в ванной в комната. Делаю врезка светильников, аккуратно. опыт более 10 лет. расчет по смете. звоните.",[104],[],False,single_direct,train
758,101,Ремонт квартир и домов под ключ,Ремонт вторички под ключ в доме. Выполняем отдельно облицовка фартука можем отдельно обои в детской. частный мастер с опытом 7 лет. стоимость после осмотра. оперативный выезд.,"[101, 105, 106]","[105, 106]",True,turnkey_split,train
759,101,Ремонт квартир и домов под ключ,Ремонт с материалами в доме. Берем отдельно разводка электрики берем отдельно укладка плитки делаем отдельно установка ванны отдельно установка маяков. частный мастер с опытом 7 лет. без скрытых доплат. можно сегодня.,"[101, 103, 105, 102, 108]","[103, 105, 102, 108]",True,turnkey_split,test
760,101,Ремонт квартир и домов под ключ,Выполняем весь комплекс работ в офисе. Делаем отдельно усиление каркаса отдельно окраска после шпаклевки при необходимости отдельно демонтаж штукатурки. опыт 5 лет. выезд и расчет бесплатно. звоните.,"[101, 110, 107, 111]","[110, 107, 111]",True,turnkey_split,val
761,101,Ремонт квартир и домов под ключ,Ремонт кухни под ключ в коттедже. Также отдельно демонтаж потолка делаем отдельно работы с гклом. с опытом 8 лет. без скрытых доплат. отвечу на вопросы.,"[101, 111, 110]","[111, 110]",True,turnkey_split,train
762,109,Напольные покрытия,"Замена напольного покрытия в комната. Делаю укладка пола в квартире, смета после осмотра. работаем с 2016 года. цены адекватные. есть свободные даты.",[109],[],False,single_direct,train
763,101,Ремонт квартир и домов под ключ,Комплексная отделка в доме. Можем отдельно установка смесителя делаем отдельно демонтаж унитаза отдельно подготовка под покраску. бригада с опытом 12 лет. без скрытых доплат. отвечу на вопросы.,"[101, 102, 111, 107]","[102, 111, 107]",True,turnkey_split,train
764,104,Натяжные потолки,"Монтаж закладных под светильники в квартира. Делаю устранение пореза потолка, поэтапная оплата. опыт 5 лет. цены адекватные. есть свободные даты.",[104],[],False,single_direct,val
765,101,Ремонт квартир и домов под ключ,Ремонт вторички под ключ в коттедже. При необходимости отдельно флизелиновые обои берем отдельно услуги сантехника. с опытом 8 лет. цены адекватные. отвечу на вопросы.,"[101, 106, 102]","[106, 102]",True,turnkey_split,train
766,101,Ремонт квартир и домов под ключ,комплексный ремонт квартиры выезд звоните,[101],[],False,noisy_short,train
767,103,Электрика,"Электрика в квартире в вторичка. Делаю разводка электрики, выезд на замер. бригада с опытом 12 лет. стоимость после осмотра. звоните.",[103],[],False,single_direct,val
768,101,Ремонт квартир и домов под ключ,"Ремонт вторички под ключ для квартиры. Покраска откосов, покраска откосов + другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. смета после осмотра.","[101, 107, 108]",[],False,turnkey_no_split,test
769,102,Сантехника,Установка полотенцесушителя. Также отдельно ремонт кухни под ключ. аккуратно. отвечу на вопросы.,"[101, 102]",[101],True,multi_service_split,train
770,101,Ремонт квартир и домов под ключ,"Ремонт с нуля под ключ во вторичке. Монтаж светильников, укладка паркетной доски и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. чисто и в срок.","[101, 108, 109, 103, 107]",[],False,turnkey_no_split,val
771,110,Гипсокартон,"Обшивка гклом. Можем отдельно подклейка обоев, выполняем отдельно укладка замкового кварцвинила. поможем с материалом. отвечу на вопросы.","[106, 109, 110]","[106, 109]",True,multi_service_split,train
772,101,Ремонт квартир и домов под ключ,Комплексная переделка квартиры в офисе. Также отдельно потолочные конструкции гкл выполняем отдельно облицовка санузла при необходимости отдельно услуги электрика. опыт 5 лет. цена обсуждается. оперативный выезд.,"[101, 110, 105, 103]","[110, 105, 103]",True,turnkey_split,val
773,101,Ремонт квартир и домов под ключ,"Отделка под ключ для квартиры. Переклейка обоев, переклейка обоев и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. без посредников.","[101, 102, 106]",[],False,turnkey_no_split,train
774,111,Демонтажные работы,"Разборка в новостройка. Делаю подготовка квартиры к ремонту, аккуратно. бригада с опытом 12 лет. расчет по смете. отвечу на вопросы.",[111],[],False,single_direct,train
775,101,Ремонт квартир и домов под ключ,"Ремонт кухни под ключ во вторичке. Гипсокартон под ключ, установка душевой кабины и другие этапы выполняем в рамках комплекса. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. поможем с материалом.","[101, 108, 111, 102, 110]",[],False,turnkey_no_split,val
776,110,Гипсокартон,"Гвл в кухня. Делаю металлокаркас под гкл, чисто и в срок. работаем с 2016 года. выезд и расчет бесплатно. оперативный выезд.",[110],[],False,single_direct,train
777,111,Демонтажные работы,"Демонтаж в ванной в дом. Делаю демонтажные работы, чисто и в срок. бригада с опытом 12 лет. без скрытых доплат. отвечу на вопросы.",[111],[],False,single_direct,train
778,102,Сантехника,"Замена полотенцесушителя в новостройка. Делаю услуги сантехника, поможем с материалом. частный мастер с опытом 7 лет. выезд + расчет бесплатно. пишите в чат.",[102],[],False,single_direct,val
779,109,Напольные покрытия,"Выполняю:
- укладка массива в комплексе
- полипропиленовые трубы как отдельную услугу
• монолитная штукатурка
опыт более 10 лет
цена обсуждается","[102, 108, 109]",[102],True,bullets_mixed,val
780,101,Ремонт квартир и домов под ключ,"Комплексный ремонт в новостройке. Резка плитки / резка плитки и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. без посредников.","[101, 102, 110, 105]",[],False,turnkey_no_split,train
781,101,Ремонт квартир и домов под ключ,Комплексный ремонт санузла и кухни в офисе. Делаем отдельно плитка на лестнице делаем отдельно покраска валиком. опыт 5 лет. без скрытых доплат. оперативный выезд.,"[101, 105, 107]","[105, 107]",True,turnkey_split,train
782,107,Малярные работы,Малярка под ключ. Клеим обои в рамках комплекса / наливной пол в составе ремонта. чисто и в срок. пишите в чат.,"[106, 107, 109]",[],False,multi_service_no_split,train
783,110,Гипсокартон,"Монтаж потолка под покраску. Выполняем отдельно теневой потолок, при необходимости отдельно стеклохолст под покраску. по договоренности. звоните.","[104, 107, 110]","[104, 107]",True,multi_service_split,train
784,111,Демонтажные работы,сбивка плитки /заделка трещин /подгонка покрытия бригада чат,"[107, 109, 111]",[],False,noisy_short,train
785,105,Укладка плитки,"Выполняю:
- укладка плитки 120х60 в комплексе
- покраска деревянных поверхностей как отдельную услугу
с опытом 8 лет
без скрытых доплат","[105, 107]",[107],True,bullets_mixed,train
786,101,Ремонт квартир и домов под ключ,Ведем ремонт полностью в доме. При необходимости отдельно побелка потолка делаем отдельно настил пола. бригада с опытом 12 лет. стоимость после осмотра. есть свободные даты.,"[101, 107, 109]","[107, 109]",True,turnkey_split,test
787,111,Демонтажные работы,"Сбивка плитки. Укладка кафеля под ключ без дробления на этапы, подклейка обоев все работы одной бригадой. с гарантией. есть свободные даты.","[105, 106, 111]",[],False,multi_service_no_split,train
788,105,Укладка плитки,"Укладка плитки в дом. Делаю фартук из плитки, выезд на замер. работаем с 2016 года. выезд и расчет бесплатно. можно сегодня.",[105],[],False,single_direct,train
789,104,Натяжные потолки,"Монтаж натяжных потолков в коттедж. Делаю монтаж потолка в новостройке, по договоренности. опыт более 10 лет. выезд и расчет бесплатно. есть свободные даты.",[104],[],False,single_direct,train
790,101,Ремонт квартир и домов под ключ,"Капитальный ремонт под ключ для квартиры. Подготовка пола под плитку, ремонт электрики и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. поможем с материалом.","[101, 105, 106, 103, 104]",[],False,turnkey_no_split,test
791,104,Натяжные потолки,Установка вентиляционных решеток в потолок. Берем отдельно монтаж щита. поможем с материалом. оперативный выезд.,"[103, 104]",[103],True,multi_service_split,train
792,105,Укладка плитки,"Укладка мозаики в санузел. Делаю эпоксидная затирка, поэтапная оплата. опыт 5 лет. выезд и расчет бесплатно. есть свободные даты.",[105],[],False,single_direct,train
793,101,Ремонт квартир и домов под ключ,"Выполняем весь комплекс работ в новостройке. Потолок с треками, потолок с треками и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. поэтапная оплата.","[101, 108, 107, 104]",[],False,turnkey_no_split,train
794,101,Ремонт квартир и домов под ключ,"Ремонт вторички под ключ в новостройке. Оклейка потолка обоями / оклейка потолка обоями и другие этапы выполняем в рамках комплекса. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. смета после осмотра.","[101, 106, 111]",[],False,turnkey_no_split,train
795,109,Напольные покрытия,укладка массива /монтаж натяжных потолков +ремонт кухни под ключ выезд звоните,"[101, 104, 109]",[101],True,noisy_short,train
796,101,Ремонт квартир и домов под ключ,"Ремонт офиса под ключ для квартиры. Подключение варочной панели, укладка массива и другие этапы выполняем комплексом. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. по договоренности.","[101, 103, 109]",[],False,turnkey_no_split,test
797,104,Натяжные потолки,"Перетяжка потолка в кухня. Делаю парящий потолок, поэтапная оплата. работаем с 2016 года. цены адекватные. можно сегодня.",[104],[],False,single_direct,test
798,102,Сантехника,"Металлопластиковые трубы. Подсветка потолка комплексом, шпаклевка швов гкла в составе ремонта. аккуратно. пишите в чат.","[102, 103, 110]",[],False,multi_service_no_split,train
799,106,Поклейка обоев,"Широкие обои. Можем отдельно разводка электрики, также отдельно укладка клеевого кварцвинила. по договоренности. есть свободные даты.","[103, 106, 109]","[103, 109]",True,multi_service_split,train
800,108,Штукатурные работы,"Подрезка наплывов в коттедж. Делаю подготовка стен под обои, аккуратно. с опытом 8 лет. без скрытых доплат. отвечу на вопросы.",[108],[],False,single_direct,test
801,101,Ремонт квартир и домов под ключ,"Сдаем объект под ключ в новостройке. Снятие плинтусов, облицовка фартука и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт более 10 лет. по договоренности.","[101, 104, 106, 105, 111]",[],False,turnkey_no_split,val
802,101,Ремонт квартир и домов под ключ,"Комплекс работ по ремонту для квартиры. Плитка на кухне, заделка трещин штукатуркой и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. с гарантией.","[101, 107, 105, 108]",[],False,turnkey_no_split,train
803,101,Ремонт квартир и домов под ключ,Ремонт квартиры под ключ в коттедже. Делаем отдельно сверление плитки делаем отдельно монтаж бойлера при необходимости отдельно подбор рисунка обоев. работаем с 2016 года. без скрытых доплат. отвечу на вопросы.,"[101, 105, 102, 106]","[105, 102, 106]",True,turnkey_split,train
804,103,Электрика,"Подключение светильников в офис. Делаю вывод кабеля под технику, поэтапная оплата. частный мастер с опытом 7 лет. цена обсуждается. отвечу на вопросы.",[103],[],False,single_direct,train
805,101,Ремонт квартир и домов под ключ,Ремонт без посредников под ключ в квартире. Отдельно тв кабель делаем отдельно покраска стен выполняем отдельно монтаж натяжных потолков можем отдельно переклейка обоев. частный мастер с опытом 7 лет. цена обсуждается. есть свободные даты.,"[101, 103, 107, 104, 106]","[103, 107, 104, 106]",True,turnkey_split,train
806,107,Малярные работы,"Выполняю:
- малярные работы
• монтаж потолка за 1 день
- облицовка фартука отдельно
- подключение люстры отдельно
опыт более 10 лет
без скрытых доплат","[103, 104, 105, 107]","[103, 105]",True,bullets_mixed,val
807,103,Электрика,"Монтаж распределительных коробок в коттедж. Делаю установка автоматов, чисто и в срок. опыт 5 лет. цена обсуждается. звоните.",[103],[],False,single_direct,test
808,108,Штукатурные работы,"Нивелирование перепадов в дом. Делаю гипсовая штукатурка, работаем по договору. с опытом 8 лет. стоимость после осмотра. есть свободные даты.",[108],[],False,single_direct,test
809,106,Поклейка обоев,"Подготовка стен под обои. Выполняем отдельно монтаж порожка, при необходимости отдельно обход карниза. чисто и в срок. оперативный выезд.","[104, 106, 109]","[104, 109]",True,multi_service_split,train
810,101,Ремонт квартир и домов под ключ,Берем объект целиком в доме. Делаем отдельно работы с гипсокартоном берем отдельно алмазная резка проемов выполняем отдельно укладка плитки елочкой отдельно наливной пол. бригада с опытом 12 лет. цена обсуждается. оперативный выезд.,"[101, 110, 111, 105, 109]","[110, 111, 105, 109]",True,turnkey_split,train
811,111,Демонтажные работы,"Демонтаж потолка в коммерческое помещение. Делаю снятие обоев, по договоренности. опыт 5 лет. выезд и расчет бесплатно. пишите в чат.",[111],[],False,single_direct,test
812,103,Электрика,"Диагностика электрики в кухня. Делаю вывод под кондиционер, работаем по договору. опыт более 10 лет. цена обсуждается. оперативный выезд.",[103],[],False,single_direct,val
813,101,Ремонт квартир и домов под ключ,"Ремонт объекта полностью в комната. Делаю ремонт под ключ с гарантией, выезд на замер. опыт 5 лет. расчет по смете. можно сегодня.",[101],[],False,single_direct,train
814,101,Ремонт квартир и домов под ключ,Ремонт с черновой и чистовой отделкой в доме. Отдельно ремонт плиточного покрытия при необходимости отдельно подготовка стен после обоев выполняем отдельно замена порожков отдельно гвл. опыт 5 лет. стоимость после осмотра. есть свободные даты.,"[101, 105, 107, 109, 110]","[105, 107, 109, 110]",True,turnkey_split,test
815,101,Ремонт квартир и домов под ключ,ремонт помещений под ключ /укладка пола в квартире бригада лс,"[101, 109]",[],False,noisy_short,test
816,101,Ремонт квартир и домов под ключ,"Комплексная переделка квартиры для дома. Поклейка обоев после штукатурки, демонтаж гипсокартона и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. без посредников.","[101, 106, 111, 107]",[],False,turnkey_no_split,train
817,101,Ремонт квартир и домов под ключ,Ремонт под ключ в коттедже. Выполняем отдельно укладка пвх плитки делаем отдельно фартук из плитки при необходимости отдельно заделка трещин. с опытом 8 лет. стоимость после осмотра. пишите в чат.,"[101, 109, 105, 107]","[109, 105, 107]",True,turnkey_split,train
818,105,Укладка плитки,Подготовка пола под плитку. Перегородки из гипсокартона в составе ремонта. работаем по договору. оперативный выезд.,"[105, 110]",[],False,multi_service_no_split,train
819,106,Поклейка обоев,"Выполняю:
- поклейка абоев в новостройке
• комплексный ремонт дома как отдельную услугу
- теневой потолок
- сверление плитки как отдельную услугу
работаем с 2016 года
выезд и расчет бесплатно","[101, 104, 105, 106]","[101, 105]",True,bullets_mixed,train
820,107,Малярные работы,"Окраска стен. Отдельно демонтаж сантехники, также отдельно укладка инженерной доски. работаем по договору. пишите в чат.","[107, 109, 111]","[109, 111]",True,multi_service_split,train
821,103,Электрика,"Разводка электрики в санузел. Делаю монтаж слаботочки, выезд на замер. частный мастер с опытом 7 лет. цены адекватные. отвечу на вопросы.",[103],[],False,single_direct,val
822,101,Ремонт квартир и домов под ключ,"Ремонт коттеджа под ключ для дома. Укладка пола в квартире, без видимых швов и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. с гарантией.","[101, 109, 107, 106]",[],False,turnkey_no_split,train
823,103,Электрика,"Монтаж щита. Делаем отдельно освежить интерьер краской, делаем отдельно резной потолок. поэтапная оплата. можно сегодня.","[103, 104, 107]","[104, 107]",True,multi_service_split,train
824,104,Натяжные потолки,натяжной потолок с подсветкой /малярные работы недорого звоните,"[104, 107]",[],False,noisy_short,train
825,101,Ремонт квартир и домов под ключ,"Комплексная переделка квартиры в новостройке. Услуги сантехника / утепление стен с гкл и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. чисто и в срок.","[101, 106, 110, 102]",[],False,turnkey_no_split,train
826,106,Поклейка обоев,"Оклейка потолка обоями в санузел. Делаю поклейка обоев после шпаклевки, поможем с материалом. опыт более 10 лет. цены адекватные. можно сегодня.",[106],[],False,single_direct,test
827,102,Сантехника,"Устранение протечки в коттедж. Делаю замена труб, с гарантией. опыт 5 лет. цены адекватные. звоните.",[102],[],False,single_direct,train
828,108,Штукатурные работы,"Штукатурка откосов в коммерческое помещение. Делаю заштукатурить стены, работаем по договору. частный мастер с опытом 7 лет. цена обсуждается. отвечу на вопросы.",[108],[],False,single_direct,train
829,111,Демонтажные работы,"Снятие старой краски. Монтаж osb на пол комплексом, ремонт квартиры под ключ в составе ремонта. без посредников. есть свободные даты.","[101, 109, 111]",[],False,multi_service_no_split,val
830,110,Гипсокартон,"Обшивка стен гкл в кухня. Делаю монтаж перегородок под ключ, выезд на замер. опыт более 10 лет. без скрытых доплат. можно сегодня.",[110],[],False,single_direct,train
831,101,Ремонт квартир и домов под ключ,Ремонт под сдачу в квартире. Отдельно покраска офисов берем отдельно укладка покрытия под ключ. опыт 5 лет. цена обсуждается. пишите в чат.,"[101, 107, 109]","[107, 109]",True,turnkey_split,train
832,103,Электрика,замена розеток частник звоните,[103],[],False,noisy_short,train
833,111,Демонтажные работы,"Выполняю:
- демонтаж дверей в комплексе
- монтаж теплого пола электрического можно заказать отдельно
с опытом 8 лет
стоимость после осмотра","[103, 111]",[103],True,bullets_mixed,train
834,105,Укладка плитки,укладка кафеля +резка ламината +малярный флизелин выезд звоните,"[105, 106, 109]","[106, 109]",True,noisy_short,train
835,110,Гипсокартон,гипсокартон в санузле /электрика в квартире бригада звоните,"[103, 110]",[],False,noisy_short,train
836,101,Ремонт квартир и домов под ключ,"Ремонт офиса под ключ для квартиры. Выравнивание стен гипсокартоном, подготовка стен под обои и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт более 10 лет. поможем с материалом.","[101, 110, 106, 103, 111]",[],False,turnkey_no_split,train
837,101,Ремонт квартир и домов под ключ,Ремонт помещений под ключ в офисе. Делаем отдельно выведение углов под покраску отдельно сборка электрощита. с опытом 8 лет. расчет по смете. отвечу на вопросы.,"[101, 107, 103]","[107, 103]",True,turnkey_split,test
838,101,Ремонт квартир и домов под ключ,"Ремонт квартиры полностью во вторичке. Замена полотенцесушителя, устранение пореза потолка и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт более 10 лет. чисто и в срок.","[101, 110, 104, 102]",[],False,turnkey_no_split,train
839,101,Ремонт квартир и домов под ключ,"Выполняем весь комплекс работ в новостройке. Монтаж профилей, укладка плитки на пол и другие этапы выполняем в рамках комплекса. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. с гарантией.","[101, 105, 110]",[],False,turnkey_no_split,train
840,104,Натяжные потолки,резной потолок +вызов электрика /демонтаж дверных коробок недорого звоните,"[103, 104, 111]",[103],True,noisy_short,train
841,107,Малярные работы,"Грунтовка стен в дом. Делаю грунтовка стен, с гарантией. опыт более 10 лет. стоимость после осмотра. оперативный выезд.",[107],[],False,single_direct,train
